first_word	n_emit	claude_emit	category	quadrant	warmth	energy	confidence	playfulness	empathy	technicality	positivity	curiosity	approval	apologeticness	decisiveness	wryness	wetness	surprise	anger	frustration	hatefulness	sadness	hope	aggression	exhaustion
(◕‿◕)	834	781	shared	HP	0.08681978064416987	0.03180718357741202	0.12277123311241689	-0.04730686235826286	0.019241904128747652	-0.16347460817234188	0.232889148412547	0.0009574918104473314	0.027216151695006987	-0.20272188676714023	0.1124576172242359	-0.28310376866150233	-0.1574635265949671	0.045975161291777845	-0.08342419299484813	0.08817079820245939	0.06584983494374677	-0.11683354047580392	0.2059814978096217	-0.05752995596540822	-0.04955187429381069
(・‿・)	287	273	shared	NB	0.049848890358782184	0.002324755750235642	-0.012288080883432808	-0.08324073216977428	0.07754132499019663	-0.142371398930489	0.19999309060377424	0.06620313471744553	0.07997671836395556	-0.07860172536957717	0.0022022115634097715	-0.10906993178751441	-0.05222105003862091	0.01115336618937037	-0.018746371453521638	0.05164240301427182	0.020395205040196925	-0.10550514016192279	0.1822620160613182	-0.06417004681073028	-0.06729802344605879
(`・ω・´)	158	52	shared	NB	0.11072939982943249	0.22174142036924788	0.11082386794108588	-0.02988957744372143	0.06272455300649077	-0.07575919195763078	0.35503368317000916	0.07767132503678922	0.14706993888719472	-0.17081462290595162	0.01766783548990892	-0.19772139409198683	-0.11963757108658388	-0.035478281438425345	-0.04124303909024955	0.03223896628646003	-0.04463509726622107	-0.19342916153807577	0.28174426138297337	-0.003941986327062378	0.03766030927187391
(◕‿◕✿)	138	125	shared	LP	0.1901774215093665	0.1613317069121796	0.09041975223368891	0.02906885772857361	0.09352995105334252	-0.1520076112456343	0.3754883974409236	0.0021696978143009153	0.21330075810213922	-0.13515668457200175	-0.05435262147231339	-0.2429394891838294	-0.12511835508123015	0.08544485065368876	-0.013407168364838701	0.062135476508918264	-0.035941673575375525	-0.21867153418149124	0.2960240624388902	0.006863411817450539	-0.03192442128493976
(´・ω・`)	93	78	shared	LN	0.15338360983842664	0.04614833073469337	0.023660232679832516	0.062015062957218384	0.05216273756725539	-0.11096600308315897	0.19347929710381231	0.09860108936454082	0.015060116636830705	-0.04743664573329635	0.01653515205028809	-0.04324357250108696	0.013910407468044112	0.044688156874374475	0.005968560957934725	-0.030596001053972574	0.01338575920947922	-0.1005755563823318	0.2077467679887198	-0.01255261141513976	-0.028525613878308466
(´｡・‿・｡`)	92	79	shared	LP	0.24049135976819508	0.05320070336612498	0.09088899753569006	0.12926062220300705	0.12025917831191507	-0.2556808484875788	0.290192526487396	0.11039825399382182	0.21602107794271583	-0.09144609315968685	-0.01649890887388063	-0.2785811890908229	-0.33746215272566416	0.07890740528687751	-0.02067235354964607	0.0840528753136597	-0.049424819797527476	-0.230054568070846	0.33670942005381316	-0.022991364964859193	-0.060830338773739535
(｡・̀‿-)	90	77	shared	NB	0.08533740064602743	0.13574879311545957	0.03644492903008331	-0.03529106940842523	0.10973595613703677	-0.07819415747110914	0.2653328468970183	0.14502444402397158	0.1768457311364061	-0.16395048331771458	-0.02667240671959527	-0.2847724526564614	-0.06484962452042778	-0.018205549781486596	0.01860428523338811	0.03206671767633283	-0.08618090603949057	-0.19021815551614452	0.2807179803038782	-0.06039418366504782	-0.037762741217211224
(・_・)	68	54	shared	NB	-0.005490001038675103	0.06573334065864134	-0.07124915415803036	-0.07103512048514642	0.06275110609969246	-0.023375716502511346	0.13523949763190338	0.18661876521887275	0.10137641193267989	-0.0963639608025162	0.029860997759894137	-0.20348253341337727	-0.06081625508688673	-0.06540446787619407	-0.005900783696331397	0.07663906252960644	0.006538374561344305	-0.0693646947179319	0.22867677803285968	-0.06701342898754502	-0.05272369853283153
(´∀`)	50	40	shared	LP	0.18916387504926185	0.11826334350984748	0.10067560733832251	0.0884028079296314	0.08834682071159962	-0.16568716128976224	0.40468539857376246	0.013394025641423996	0.17884794566152123	-0.17248152961240584	0.004776233541427161	-0.17337123357089634	-0.2137733040483916	0.014584041522466633	-0.11928293950326768	0.06914892603673371	-0.00016949209301779744	-0.18979423859815406	0.29744601158994116	-0.009569762507397989	-0.00101620527778939
(｡・‿・｡)	50	45	shared	LP	0.13218690973892885	0.09907871333455338	0.04411966566990955	-0.02939552344316639	0.08300749588007728	-0.1757826111100289	0.37120755991020843	0.07197039517345999	0.1943089366045144	-0.03588752858373524	-0.061330445730253466	-0.1840795163680407	-0.13932081190632709	0.13318408165268347	-0.06741362233642689	0.04687518720189674	-0.17040027504075062	-0.14950064169684288	0.307506219579088	-0.012752462563213553	-0.05917968898058331
